	WT1	KIT
BA3260	-1.72584860763551	4.43026354617328
BA3369	4.32487848767101	8.1073163967498
BA3078	2.03644880279444	8.74983670146495
BA3386	4.71967956133396	6.99516443206292
BA3445	-2.52860193285701	2.9652424467697
BA3452	4.45099662608198	7.80094268898657
BA3176	4.62178523619092	8.42321613548815
BA3258	-2.2313729742413	1.45644363841645
BA3295	4.0443841889074	7.63511106991273
BA3283	4.04672215210504	6.81394894542996
BA3390	-0.256578476181957	2.0027706023653
BA3275	1.15483203748155	1.79218942654284
BA3136	0.567085951906115	6.65069612456278
BA3190	-2.90198965929373	5.36221790332293
BA3234	0.678777713509964	4.19258206139557
BA3087	4.06401487195903	9.37087504671963
BA3454	5.31144747900552	7.38257507273258
BA3302	4.07877977370401	8.51934782702254
BA3117	2.72747661216038	9.25691151442812
BA3083	3.93035783278632	6.25491135905161
BA3266	4.21713539157627	8.20414503388581
BA3175	1.99295756555082	4.04515830056364
BA3268	4.90916379154876	7.15327818681819
BA3229	-1.51459060193487	7.7045927999637
BA3353	5.21007881246748	9.01658796485945
BA3312	1.93323034567971	7.96905854853838
BA3119	5.68535357501915	7.72277870826456
BA3138	-0.215560842284569	5.76293182295601
BA3219	-0.576724413844884	3.36719135359718
BA3388	0.325596608060987	6.51657057172327
BA3357	1.78295962451169	7.76884228347361
BA3351	4.55631560480699	6.11161537904966
BA3208	5.89165055148412	7.46163860381834
BA3310	5.26887133584046	8.2618544484033
BA3200	6.43739194293564	6.39165195051498
BA3325	5.29873886453286	7.39829394317713
BA3146	4.21290414058133	7.13121480456278
BA3211	4.49418167196418	6.22243678568209
BA3237	3.64844159262785	7.1045805500083
BA3130	-4.99483016516321	1.63950073835561
BA3376	5.62868512576849	6.96026429862309
BA3137	4.66009956525948	7.81969894849543
BA3300	4.19758383248503	7.31848514343172
BA3375	4.7544864013138	5.40039592941304
BA3249	6.96636526572417	7.85633367820174
BA3385	4.4543011664344	6.84596201012783
BA3242	3.14555866318589	7.59565623174131
BA3446	3.98610922971924	6.72238123052722
BA3416	3.59038811359781	7.9609725092348
BA3123	-1.57668320545483	8.23632115552463
