	SMC1A	STAG2
BA3300	0.3136102357300411	0.0591966173361522
BA3302	0.464858382455764	0.0961131891364449
BA3305	0.164828185776648	0.0481379086030248
BA3306	0.1158809254153795	0.0359408033826638
BA3308	0.2622503850462713	0.0616360383802244
BA3310	0.3307578759542464	0.0390307367051553
BA3311	0.3182408518202514	0.0902585786306716
BA3312	0.6681176507184189	0.0735078874613758
BA3315	0.4140470156964089	0.0504147015774922
BA3317	0.3551690391328552	0.0583834769881281
BA3318	0.3293823507139388	0.0338266384778012
BA3319	0.396472560939873	0.0697674418604651
BA3322	0.2943144017135098	0.0458611156285574
BA3324	0.4446866988823115	0.0941616523011871
BA3325	0.082178219512508	0.0338266384778012
BA3326	0.2260597537612384	0.0247194665799316
BA3328	0.4392545429320541	0.0704179541388843
BA3329	0.3543543420805741	0.0533420068303789
BA3332	0.4633660984947801	0.0596845015449666
BA3333	0.2113104467195846	0.0496015612294682
BA3334	0.1690219786645197	0.0474873963246056
BA3335	0.133327191177007	0.0455358594893478
BA3339	0.296646892946861	0.0546430313872174
BA3341	0.1340534070242475	0.0655391120507399
BA3345	0.2691436388180634	0.0284599121808424
BA3347	0.2817486440265248	0.0297609367376809
BA3351	0.5576746547081657	0.0723694909741421
BA3352	0.1269262113143227	0.0318751016425435
BA3353	0.3739928078807283	0.0585461050577329
BA3357	0.2270771111619817	0.0736705155309806
BA3362	0.7045573938282762	0.0478126524638152
BA3367	0.251578382528183	0.0439095787932997
BA3369	0.4731690224466945	0.0731826313221662
BA3371	0.3343398862372702	0.0513904699951211
BA3373	0.5077674825931271	0.0941616523011871
BA3374	0.2735648354585651	0.0305740770857049
BA3375	0.4016463111768728	0.0354529191738494
BA3376	0.3363856862916911	0.0535046348999837
BA3379	0.3485673284838801	0.0718816067653276
BA3380	0.1734079973740972	0.0260204911367702
BA3381	0.6422473361778309	0.0839160839160839
BA3384	0.5429867484995907	0.0502520735078874
BA3385	0.3843529053431204	0.0596845015449666
BA3386	0.5141743856636369	0.0616360383802244
BA3388	0.1625596205051206	0.0398438770531793
BA3390	0.1328628206553596	0.0260204911367702
BA3394	0.2906185117272015	0.0661896243291592
BA3395	0.3446840557470704	0.0422832980972515
BA3397	0.4253413108767869	0.075947308505448
BA3399	0.0709429378341433	0.0395186209139697
BA3400	0.1849697575998511	0.0580582208489185
BA3403	0.456477090999203	0.0650512278419255
BA3405	0.3371720788156322	0.0551309155960318
BA3406	0.2173320711348331	0.0336640104081964
BA3407	0.2594991600737202	0.0696048137908603
BA3408	0.1623549633196094	0.0510652138559115
BA3410	0.2085827065405145	0.0391933647747601
BA3411	0.5322833574805441	0.0159375508212717
BA3412	0.5784332899678921	0.0541551471784029
BA3413	0.307574897989733	0.0362660595218734
BA3415	1.384231307421372	0.0870060172385753
BA3416	0.2966540593221775	0.0518783542039356
BA3417	0.2537098289061137	0.0491136770206537
BA3418	0.1022704503408683	0.0679785330948121
BA3421	0.1346553448183822	0.0271588876240039
BA3422	0.1382487385518397	0.0375670840787119
BA3423	0.2450515506241624	0.019190112213368
BA3427	0.2633104458808913	0.0694421857212554
BA3430	0.1806405333968565	0.0300861928768905
BA3431	0.0706968101638176	0.0494389331598633
BA3433	0.1135537256605669	0.0406570174012034
BA3434	0.4227044661523071	0.0585461050577329
BA3435	0.2794249801626942	0.0600097576841762
BA3436	0.3279074953514854	0.0442348349325093
BA3438	0.389483282865831	0.057570336640104
BA3445	0.1487869623989815	0.0922101154659294
BA3446	0.4539763583313246	0.0821271751504309
BA3447	0.0712078781792085	0.0087819157586599
BA3448	0.429217787492768	0.0455358594893478
BA3449	0.3570211471170528	0.0517157261343307
BA3450	0.2406587180679468	0.0696048137908603
BA3451	0.5160883256655378	0.0456984875589526
BA3452	0.1231823762988817	0.0913969751179053
BA3453	0.2829978427565464	0.04358432265409
BA3454	0.7032643337286797	0.1014799154334038
