	ASXL1	CBL
BA3283	6.25584067626589	6.22020638596937
BA3390	5.62270762074318	7.26424108951115
BA3275	6.02537342172354	6.60579006500373
BA3136	5.53649114497573	6.82309107200081
BA3190	6.27784077147234	5.63166253168885
BA3234	5.36902005012398	6.7513352539061
BA3087	5.96823920514463	6.33872181034159
BA3454	5.76141008187331	6.0515207109664
BA3302	6.2796317403598	6.61275930528802
BA3117	6.37215716750202	5.87965665517008
BA3083	5.75568831379393	6.50200644713267
BA3266	5.94641278080618	6.47571845442986
BA3175	5.63513768849615	6.58727608652663
BA3268	6.40454724548096	5.69566002369261
BA3229	5.78774237354263	6.70809549173072
BA3353	6.22545256194412	5.76798676791736
BA3312	6.09515830888203	6.6892157543699
BA3119	6.26118056372206	6.12991458455326
BA3138	5.71478675399189	6.61979235879454
BA3219	5.63016664038851	6.5242368874556
BA3388	5.74861209266001	6.59622051144561
BA3357	6.12180366530222	5.34794466566604
BA3351	6.31068973576453	5.99766898141236
BA3208	6.25584067626589	5.78002501253586
BA3310	6.10787715288174	6.3208153422885
BA3200	6.16824009925269	6.53744053114805
BA3325	5.98097884801574	5.92513526908082
BA3146	5.67127118896803	6.34052654914622
BA3211	4.9207439830005	6.35069815914233
BA3237	5.78970451035009	5.81482124558208
BA3130	5.79282325358751	6.47477154385912
BA3376	6.00093229876932	5.90117839370987
BA3137	5.84508987578304	6.64579190444665
BA3300	6.27603504625168	6.33418865159932
BA3375	6.20098661255903	6.47182200391892
BA3249	6.26033254809805	6.78618260321054
BA3385	5.88643954120856	6.50748244706823
BA3242	5.94641278080618	6.71723697861596
BA3446	6.11760662803549	6.30235584618443
BA3416	6.17209130162237	5.0970902563776
BA3123	6.12904074966952	6.47182200391892
