	KIT	NPM1
BA3295	7.63511106991273	8.05972702484149
BA3283	6.81394894542996	8.2960419873451
BA3390	2.0027706023653	7.6160759273921
BA3275	1.79218942654284	8.48906113697349
BA3136	6.65069612456278	7.65276972214058
BA3190	5.36221790332293	9.28397254525379
BA3234	4.19258206139557	6.61979235879454
BA3087	9.37087504671963	7.02052497875875
BA3454	7.38257507273258	8.53473617000875
BA3302	8.51934782702254	9.56915130536806
BA3117	9.25691151442812	9.28155652487085
BA3083	6.25491135905161	7.86962495676443
BA3266	8.20414503388581	8.43277580504712
BA3175	4.04515830056364	7.8503248353151
BA3268	7.15327818681819	8.75396729152058
BA3229	7.7045927999637	8.84624370479657
BA3353	9.01658796485945	8.75396729152058
BA3312	7.96905854853838	8.50918028997297
BA3119	7.72277870826456	9.01658796485945
BA3138	5.76293182295601	8.45696872743274
BA3219	3.36719135359718	6.95344802847081
BA3388	6.51657057172327	8.59260663428802
BA3357	7.76884228347361	8.78290910408921
BA3351	6.11161537904966	8.15090969693391
BA3208	7.46163860381834	8.95099667095566
BA3310	8.2618544484033	9.070312190258
BA3200	6.39165195051498	8.31128742473223
BA3325	7.39829394317713	8.57129520837751
BA3146	7.13121480456278	8.49406416345013
BA3211	6.22243678568209	8.8589671548512
BA3237	7.1045805500083	8.70112769787832
BA3130	1.63950073835561	6.67668520784891
BA3376	6.96026429862309	8.59529250724368
BA3137	7.81969894849543	8.43517613550052
BA3300	7.31848514343172	8.91122222327466
BA3375	5.40039592941304	8.53473617000875
BA3249	7.85633367820174	8.81669913828123
BA3385	6.84596201012783	8.46185834013681
BA3242	7.59565623174131	8.93752128537319
BA3446	6.72238123052722	8.44966638628301
BA3416	7.9609725092348	8.97829037472744
BA3123	8.23632115552463	9.38574669180088
