	ABL1	NRAS
BA2903	0.0040879596250901	4.112767189357417
BA2904	0.0122098053352559	6.557617115754899
BA2905	0.0205587599134823	8.18108248953155
BA2906	0.0187761355443403	6.073718966682603
BA2908	0.0214978370583994	6.380997148375305
BA2909	0.0079055515501081	3.22238943336318
BA2910	0.0172152126892573	10.356564416499069
BA2911	0.0161535688536409	7.827838322931218
BA2914	0.0139798125450612	4.931271407943531
BA2915	0.0079091564527757	3.518012386036431
BA2921	0.0102000720980533	5.342854003232453
BA2922	0.017528839221341	4.604940321039385
BA2923	0.0063229992790194	4.048089410027563
BA2926	0.0152487382840663	4.250203851686019
BA2928	0.0180551550108147	4.746243539771504
BA2930	0.0134913482335976	5.947980278157666
BA2932	0.0167591925018024	6.018177487444411
BA2934	0.0065338860850757	4.784164089922402
BA2935	0.0084967555875991	5.5987236773587705
BA2937	0.0097638788752703	4.725247940183321
BA2939	0.0099242970439798	7.126203145405775
BA2944	0.020232516222062	12.872653610287054
BA2947	0.0107516222062004	6.194552805008894
BA2948	0.0091474405191059	11.299589822625558
BA2950	0.0101117519826964	13.090039491194194
BA2951	0.0080299206921413	2.723594549166284
BA2952	0.0254001441961067	8.279743324611283
BA2953	0.0064059120403749	4.077532651933289
BA2955	0.0074098774333093	2.982652220160717
BA2956	0.0048413842826243	6.1588485055902735
BA2962	0.0184571016582552	7.53877636930182
BA2970	0.0105118961788031	8.655429123654205
BA2972	0.0217393655371304	10.337138259965547
BA2976	0.0060994953136265	5.598365875374405
BA2978	0.0098107426099495	6.736780358429188
BA2981	0.0137527036770007	11.85195152042164
BA2984	0.0127253064167267	5.787690122984758
BA2986	0.0124855803893294	5.986381324836801
BA2989	0.018972602739726	12.116097976374686
BA2992	0.0137328767123287	9.940297330554769
BA2993	0.0062509012256669	4.948374112892736
BA2994	0.0163446286950252	9.747410004884276
BA2995	0.0128929343907714	10.940365038759824
BA2999	0.0155875991348233	6.394043301776787
BA3001	0.0230966113914924	4.308921217084684
BA3002	0.0170007209805335	8.17575748914207
BA3004	0.0253803172314347	7.4887394964058895
BA3006	0.0083777937995674	3.5981719129204017
BA3008	0.0010868781542898	0.8469229483892212
BA3009	0.0132912761355443	6.678511589306733
BA3010	0.0096232876712328	4.7917194517564194
BA3011	0.0240374909877433	11.009572107367855
BA3013	0.0143240807498197	5.361445142064962
BA3023	0.0165969718817591	11.403501771397671
BA3025	0.0182480173035328	5.528878594155941
BA3027	0.0054902667627974	8.175456400127459
BA3029	0.0092357606344628	7.101272171509551
BA3030	0.0145746214852198	5.689314201701428
BA3037	0.0189149242970439	7.801019927807868
BA3038	0.0169196106705118	8.016676658156003
BA3040	0.0160490266762797	5.013226709221792
BA3042	0.0222819033886085	10.441486118865791
BA3043	0.0070421773612112	3.1669775495342853
BA3049	0.0035255948089401	4.009765047608239
BA3051	0.0110310021629416	7.383089113215114
BA3053	0.0164708002883922	7.865830143760816
BA3064	0.0178640951694304	12.203966027803164
BA3067	0.0239329488103821	16.386603430370126
BA3068	0.0234066330209084	12.34335992429987
BA3070	0.0086355443403028	5.329021503483119
BA3071	0.0194971160778659	8.253729935407645
BA3072	0.021346431146359	8.061223131111625
BA3075	0.0129073540014419	11.990895464480795
BA3076	0.0033759913482335	3.892817160150058
BA3077	0.0144196106705118	9.153598110705182
BA2040	0.0086806056236481	9.175875712085158
BA2160	0.0166672674837779	5.419518250105902
BA2303	0.0109228550829127	4.513407372813413
BA2353	0.0162563085796683	8.755088980960213
BA2516	0.0162851478010093	4.828178845751652
BA2590	0.0327685652487382	10.806648294004129
BA2647	0.0120223503965392	10.546007576127964
BA2891	0.009543979812545	9.983106997776776
BA2924	0.0133219178082191	15.913990861582382
BA2971	0.0093204758471521	10.03152783717293
BA3036	0.0145259552992069	5.541584145603352
BA3059	0.015571377072819	10.193498541072923
BA3073	0.0136878154289834	7.360126182606909
BA3078	0.0171070656092285	11.86803297462222
BA3079	0.0097873107426099	4.661125647799911
BA3083	0.0143294881038211	8.06772090415286
BA3084	0.0100558759913482	5.8934262187268605
BA3085	0.0095872386445565	11.090255132973727
BA3087	0.0460724585436193	12.355459751121304
BA3089	0.0248864455659697	7.25301679062625
BA3094	0.0194214131218457	11.041619783251663
BA3095	0.0163680605623648	5.068568283120489
BA3098	0.0141834895457822	6.991810491754196
BA3099	0.0234228550829127	11.39512752919247
BA3103	0.0260598413842826	15.160860352770747
BA3108	0.0228857245854361	5.653020201695173
BA3109	0.0128082191780821	9.750970426957114
BA3110	0.0175684931506849	8.209981678186022
BA3114	0.0120421773612112	7.908919289515556
BA3116	0.0108183129055515	11.592377659327145
BA3117	0.030697548666186	13.13333836975136
BA3118	0.0119214131218457	13.486350483404
BA3119	0.0342880317231434	8.78350024160864
BA3123	0.0154091564527757	7.008992097489251
BA3124	0.0086968276856524	3.129686576704401
BA3126	0.0155641672674837	7.9173556584436415
BA3128	0.0190338860850757	11.271273998150129
BA3130	0.0098792357606344	9.418726202654064
BA3133	0.0151586157173756	10.178189639921516
BA3135	0.0262274693583273	11.941560509148738
