	NPM1	SUZ12
BA3312	1224.9597742827486	6.650667833623362
BA3315	838.4970079253096	3.883909336410872
BA3317	2032.3938769360516	3.8886050301503534
BA3318	955.1253143309708	3.445776131349413
BA3319	612.65364137163	4.635367304871829
BA3322	563.6207557696362	3.037008214616592
BA3324	1381.989756996816	5.668386387468519
BA3325	598.5692094909097	1.7547584248602863
BA3326	639.2512433978278	2.6557445139434845
BA3328	720.8834453148229	4.695321371238923
BA3329	2369.4967076447338	3.8669366864691184
BA3332	2478.666371359682	5.024897487219014
BA3333	1597.9960076658178	3.226633719888207
BA3334	703.4833047568076	1.2642809596927764
BA3335	649.309428929002	1.6537068159127513
BA3339	626.678045270493	3.724608993248218
BA3341	421.7995890299875	1.8059383780760985
BA3345	298.4684129107943	1.7519230980688434
BA3347	367.6588013590879	1.6048570401002025
BA3351	1141.2728330008597	5.215128139173472
BA3352	1009.48292692605	2.1148861346894616
BA3353	1102.8245627294202	4.3179617130186445
BA3357	1504.124385620915	3.8490114985059223
