	SRSF2	SF3B1
BA3283	9.47302564786274	8.83362186336888
BA3390	8.49908497066643	8.53215993801742
BA3275	9.73629770852437	8.5607551950315
BA3136	9.05220627117217	9.00255657247606
BA3190	8.51425498508966	8.50412364911741
BA3234	7.94635895319707	8.3972661940189
BA3087	9.37964346609645	8.52630444852913
BA3454	9.160132157513	8.50664971851981
BA3302	9.39118419839355	8.824221356442
BA3117	9.44696832329653	8.79205235357759
BA3083	8.9076089453561	8.43998936441936
BA3266	9.21888429779212	8.8879736022598
BA3175	8.35811493599106	8.70112769787832
BA3268	9.28397254525379	8.75995195431454
BA3229	8.70401585675217	8.46185834013681
BA3353	9.78674968596522	8.8717935877338
BA3312	9.20300948929151	8.35358316301659
BA3119	9.3561004357089	9.02011485988608
BA3138	9.04501990946176	8.52958832512444
BA3219	8.44724078411408	8.52445890903765
BA3388	8.88148184246882	8.67537853618004
BA3357	9.36650856672567	8.99390471507907
BA3351	9.54457000922792	8.49406416345013
BA3208	9.65571538111022	9.070312190258
BA3310	9.1755941413251	9.07761127342397
BA3200	9.1872873383188	9.00955709168753
BA3325	9.16398396797258	9.15628939970288
BA3146	9.15628939970288	8.84624370479657
BA3211	9.11086746340759	9.02011485988608
BA3237	9.13342062895717	8.57925061313916
BA3130	7.51630069461518	7.83554388846121
BA3376	9.3217592552912	8.80250309714617
BA3137	9.06304565250042	8.68106286594684
BA3300	9.24242183959432	8.78777487162101
BA3375	9.39118419839355	8.69536777456055
BA3249	8.88978486658959	9.05039033146768
BA3385	8.95438322249582	8.80867768640892
BA3242	9.12586826213153	8.62242404966029
BA3446	9.08127310626888	8.99558616821901
BA3416	9.22687989289351	8.82734862624236
BA3123	8.68758550697862	8.50529098735433
