	STAG2	JAK2
BA3300	0.0591966173361522	0.018398928564524
BA3302	0.0961131891364449	0.0452693558153348
BA3305	0.0481379086030248	0.0281542336451802
BA3306	0.0359408033826638	0.0084162243563157
BA3308	0.0616360383802244	0.0280074228885713
BA3310	0.0390307367051553	0.0185291837247165
BA3311	0.0902585786306716	0.0688091174980584
BA3312	0.0735078874613758	0.0286752542859501
BA3315	0.0504147015774922	0.0195149893835902
BA3317	0.0583834769881281	0.0147902357869403
BA3318	0.0338266384778012	0.0237187223394702
BA3319	0.0697674418604651	0.0945469283333865
BA3322	0.0458611156285574	0.0214556791196438
BA3324	0.0941616523011871	0.0321889927073131
BA3325	0.0338266384778012	0.0214887903124767
BA3326	0.0247194665799316	0.027815324564991
BA3328	0.0704179541388843	0.0411152896487041
BA3329	0.0533420068303789	0.0204576970866315
BA3332	0.0596845015449666	0.0247795088285655
BA3333	0.0496015612294682	0.0365186016011077
BA3334	0.0474873963246056	0.0111218894571078
BA3335	0.0455358594893478	0.0196783557366156
BA3339	0.0546430313872174	0.0240929322236312
BA3341	0.0655391120507399	0.0120083615374829
BA3345	0.0284599121808424	0.044862996031036
BA3347	0.0297609367376809	0.0148089809944957
BA3351	0.0723694909741421	0.0252277382502529
BA3352	0.0318751016425435	0.0073476407153598
BA3353	0.0585461050577329	0.0258746348289374
BA3357	0.0736705155309806	0.0456579316847733
BA3362	0.0478126524638152	0.0238368011255242
BA3367	0.0439095787932997	0.0320918487399535
BA3369	0.0731826313221662	0.0924903494224179
BA3371	0.0513904699951211	0.0106008688163378
BA3373	0.0941616523011871	0.0297560143010446
BA3374	0.0305740770857049	0.0201331539917198
BA3375	0.0354529191738494	0.0139159400807037
BA3376	0.0535046348999837	0.0203252523153001
BA3379	0.0718816067653276	0.0288486074019751
BA3380	0.0260204911367702	0.0172022793745146
BA3381	0.0839160839160839	0.0665020150297044
BA3384	0.0502520735078874	0.0223321644370194
BA3385	0.0596845015449666	0.028852986624253
BA3386	0.0616360383802244	0.0259221120070477
BA3388	0.0398438770531793	0.0308864411053883
BA3390	0.0260204911367702	0.0494531152452156
BA3394	0.0661896243291592	0.0411605772156755
BA3395	0.0422832980972515	0.0274929710812182
BA3397	0.075947308505448	0.0339310152863696
BA3399	0.0395186209139697	0.0117665964246533
BA3400	0.0580582208489185	0.0166525267631897
BA3403	0.0650512278419255	0.0514356746186578
BA3405	0.0551309155960318	0.0750772265167676
BA3406	0.0336640104081964	0.0278649913542403
BA3407	0.0696048137908603	0.0090321993533063
BA3408	0.0510652138559115	0.018917759594155
BA3410	0.0391933647747601	0.0293055952682182
BA3411	0.0159375508212717	0.0292868500606629
BA3412	0.0541551471784029	0.0443354065568493
BA3413	0.0362660595218734	0.0187069160630193
BA3415	0.0870060172385753	0.0547894646165782
BA3416	0.0518783542039356	0.027957756099322
BA3417	0.0491136770206537	0.0313621741791868
BA3418	0.0679785330948121	0.0154393219767638
BA3421	0.0271588876240039	0.0084824467419814
BA3422	0.0375670840787119	0.0148233469797732
BA3423	0.019190112213368	0.0106649015908646
BA3427	0.0694421857212554	0.0386932592981303
BA3430	0.0300861928768905	0.0068641104897006
BA3431	0.0494389331598633	0.0163489184869722
BA3433	0.0406570174012034	0.010164815768789
BA3434	0.0585461050577329	0.0353075864258208
BA3435	0.0600097576841762	0.0342202575773095
BA3436	0.0442348349325093	0.0268438848913947
BA3438	0.057570336640104	0.0181262418700005
BA3445	0.0922101154659294	0.0251084311457551
BA3446	0.0821271751504309	0.0493681476519945
BA3447	0.0087819157586599	0.0076556282138551
BA3448	0.0455358594893478	0.01655538279583
BA3449	0.0517157261343307	0.019436590623786
BA3450	0.0696048137908603	0.0145650262705272
BA3451	0.0456984875589526	0.0521853227054237
BA3452	0.0913969751179053	0.0555313155514834
BA3453	0.04358432265409	0.0083356359853725
BA3454	0.1014799154334038	0.0357436394733696
