	CBL	JAK2
BA3283	6.22020638596937	7.15557221270197
BA3390	7.26424108951115	7.34370807957505
BA3275	6.60579006500373	6.03812571980279
BA3136	6.82309107200081	6.28997086497795
BA3190	5.63166253168885	5.92432462638165
BA3234	6.7513352539061	7.71088637463883
BA3087	6.33872181034159	6.115497606055
BA3454	6.0515207109664	5.62980424436949
BA3302	6.61275930528802	6.07138778077856
BA3117	5.87965665517008	5.51276153131016
BA3083	6.50200644713267	6.56840033593867
BA3266	6.47571845442986	6.47228949068298
BA3175	6.58727608652663	7.3212161814573
BA3268	5.69566002369261	5.92753747485825
BA3229	6.70809549173072	6.95615389337193
BA3353	5.76798676791736	5.76066648810106
BA3312	6.6892157543699	5.93857356885623
BA3119	6.12991458455326	5.88444565778855
BA3138	6.61979235879454	6.59468087653905
BA3219	6.5242368874556	7.75510135803604
BA3388	6.59622051144561	6.57509033573893
BA3357	5.34794466566604	6.11421817923463
BA3351	5.99766898141236	5.67279352334088
BA3208	5.78002501253586	6.33826437905032
BA3310	6.3208153422885	5.9527582231115
BA3200	6.53744053114805	6.41850564142252
BA3325	5.92513526908082	6.19299832162761
BA3146	6.34052654914622	6.47523792980687
BA3211	6.35069815914233	6.68242645093915
BA3237	5.81482124558208	6.68181953854303
BA3130	6.47477154385912	6.24546760741925
BA3376	5.90117839370987	5.69181620547997
BA3137	6.64579190444665	7.06520657071416
BA3300	6.33418865159932	5.53314032561817
BA3375	6.47182200391892	5.57190904546529
BA3249	6.78618260321054	5.94221717949707
BA3385	6.50748244706823	6.40877834877257
BA3242	6.71723697861596	6.78433325744635
BA3446	6.30235584618443	6.92898560318184
BA3416	5.0970902563776	5.84590125948166
BA3123	6.47182200391892	6.73801134139373
