	SRSF2	IDH2
BA3283	9.47302564786274	8.01965582601105
BA3390	8.49908497066643	7.18154554634955
BA3275	9.73629770852437	8.68106286594684
BA3136	9.05220627117217	7.50539293842063
BA3190	8.51425498508966	8.03197078783115
BA3234	7.94635895319707	7.45963779857083
BA3087	9.37964346609645	8.67155422607777
BA3454	9.160132157513	8.23886821722062
BA3302	9.39118419839355	9.01306871894599
BA3117	9.44696832329653	9.1314039045803
BA3083	8.9076089453561	7.77846043065093
BA3266	9.21888429779212	8.04934885751887
BA3175	8.35811493599106	7.73200199894925
BA3268	9.28397254525379	8.48407580140491
BA3229	8.70401585675217	8.03197078783115
BA3353	9.78674968596522	8.68106286594684
BA3312	9.20300948929151	9.36044459889599
BA3119	9.3561004357089	8.78717245605116
BA3138	9.04501990946176	7.65513327960109
BA3219	8.44724078411408	6.87788091401863
BA3388	8.88148184246882	7.6160759273921
BA3357	9.36650856672567	8.72037345844597
BA3351	9.54457000922792	8.41846114844672
BA3208	9.65571538111022	7.31039812260742
BA3310	9.1755941413251	9.04860912314158
BA3200	9.1872873383188	8.33560901482561
BA3325	9.16398396797258	7.62683244469809
BA3146	9.15628939970288	8.05801802157941
BA3211	9.11086746340759	9.04501990946176
BA3237	9.13342062895717	8.28311530497155
BA3130	7.51630069461518	7.29515347515493
BA3376	9.3217592552912	8.15090969693391
BA3137	9.06304565250042	8.43037965011906
BA3300	9.24242183959432	9.14833321497193
BA3375	9.39118419839355	8.63341745058943
BA3249	8.88978486658959	8.83544161006383
BA3385	8.95438322249582	7.76466876898383
BA3242	9.12586826213153	7.93658206656699
BA3446	9.08127310626888	7.38062061343463
BA3416	9.22687989289351	9.12586826213153
BA3123	8.68758550697862	8.07424285809521
