	NPM1	NF1
BA3400	627.4895389697099	352.9573171396579
BA3403	1203.178916297702	235.1154504862194
BA3405	397.5806316460965	150.10322649841862
BA3406	640.7451288538574	175.00593868924125
BA3407	659.1401152575726	78.37666956178536
BA3408	538.8760489141894	104.22963722764784
BA3410	488.2537777669656	133.7262587530939
BA3411	1111.4507390107965	238.25400702034068
BA3412	805.3595533498758	195.68106403756929
BA3413	1297.859179249312	115.6071633334826
BA3415	838.7332857598512	259.60805659132666
BA3416	960.8932040199592	264.47263050967763
BA3417	1051.2310408861642	173.8357604806873
BA3418	903.5299480475952	92.26888813182342
BA3421	244.15872378728167	60.49421950990799
BA3422	1289.0351154467853	290.0938510194062
BA3423	1303.712126372468	247.16444382180865
BA3427	445.62853219589465	149.39600555491052
BA3430	237.80027246630655	94.55339835609128
BA3431	356.7365142693416	120.84144657847006
BA3433	759.0118541764652	178.90290846691832
BA3434	1270.9101515323528	262.8951788966082
BA3435	1168.0645601885635	232.53373548105796
BA3436	1229.0829346351168	184.67064609509663
BA3438	1216.0140622888252	111.05004860202276
BA3445	1302.593040486115	252.05807357118948
BA3446	544.7867245657568	57.86422902407379
BA3447	613.0822104910341	61.61094005127081
BA3448	730.5797618082247	145.5723603719289
BA3449	1194.741485157614	197.1342114504446
BA3450	697.0745030463246	54.5939820641306
BA3451	397.0064256637312	150.25803532935367
BA3452	1153.8064651280972	415.7140845086584
BA3453	635.8014680203485	180.47298431809
BA3454	1523.4491471912725	341.75196441638946
