	NPM1	CTCF
BA3339	626.678045270493	0.0452114164904862
BA3341	421.7995890299875	0.0482690274841437
BA3345	298.4684129107943	0.0266543340380549
BA3347	367.6588013590879	0.019122621564482
BA3351	1141.2728330008597	0.0518155391120507
BA3352	1009.48292692605	0.0189402748414376
BA3353	1102.8245627294202	0.0524762156448202
BA3357	1504.124385620915	0.055473044397463
BA3362	500.0933792849923	0.0426849894291754
BA3367	537.7630320256033	0.0232901691331923
BA3369	1465.514607626894	0.0537235729386892
BA3371	1014.8823431778004	0.024526955602537
BA3373	1409.1702353481785	0.0851929175475687
BA3374	414.51261856879495	0.0212262156448202
BA3375	542.9281467101315	0.0328884778012685
BA3376	832.1562503986981	0.0498757928118393
BA3379	1381.0621631608255	0.0663609936575053
BA3380	994.131580493791	0.0264164904862579
BA3381	1165.540186450207	0.0575317124735729
BA3384	614.6547345886245	0.0377431289640591
BA3385	696.60522178433	0.0461680761099365
BA3386	1311.4488388556415	0.0579994714587737
BA3388	571.5370032166161	0.0235729386892177
BA3390	441.3767632192111	0.0206950317124735
BA3394	1971.1116355006295	0.0447859408033826
BA3395	648.7028949491017	0.0245771670190274
BA3397	343.99908085329525	0.0552008456659619
BA3399	303.15185061656314	0.0141358350951374
BA3400	626.43397754856	0.0644688160676532
BA3403	1201.5489590327447	0.0600713530655391
BA3405	396.6592348508193	0.0361020084566596
BA3406	639.8543728355419	0.0346749471458773
BA3407	657.9142688009858	0.0395798097251585
BA3408	537.8256037723609	0.0281712473572938
BA3410	487.2527660195591	0.0170665961945031
BA3411	1109.4962852678982	0.0474022198731501
BA3412	804.5130972634437	0.0500158562367864
BA3413	1296.2348854452173	0.0433060253699788
BA3415	837.5896348464944	0.0800132135306553
BA3416	958.7217587267608	0.0506871035940803
BA3417	1049.5468800715762	0.039156976744186
BA3418	902.6669824032176	0.0308773784355179
BA3421	243.30442046849072	0.0132399577167019
BA3422	1287.6257360644838	0.0375105708245243
BA3423	1301.742594560405	0.051115221987315
BA3427	444.87211037047854	0.0550713530655391
BA3430	237.22518926677367	0.0142653276955602
BA3431	356.34041291079427	0.0192362579281183
BA3433	757.5797036118004	0.0475819238900634
BA3434	1268.914612892414	0.0476638477801268
BA3435	1166.2782179622332	0.0471696617336152
BA3436	1226.9900517577862	0.0427801268498942
BA3438	1213.4320555798831	0.0297859408033826
BA3445	1300.746105321202	0.0325951374207188
BA3446	543.7477859950156	0.0481368921775898
BA3447	612.0209696340626	0.0087103594080338
BA3448	729.6131623391016	0.0405893234672304
BA3449	1193.0168362012575	0.0332690274841437
BA3450	695.7256534001525	0.0357478858350951
BA3451	396.52403117684895	0.0403937632135306
BA3452	1152.029653159582	0.0278673361522198
BA3453	634.8876040480708	0.0326215644820295
BA3454	1521.3874292966152	0.0717521141649048
