	NPM1	BCL6
BA3283	8.2960419873451	6.52889213798317
BA3390	7.6160759273921	8.87824586229709
BA3275	8.48906113697349	4.30988498818747
BA3136	7.65276972214058	5.28902330090951
BA3190	9.28397254525379	7.90191887122195
BA3234	6.61979235879454	8.33784249776874
BA3087	7.02052497875875	3.74537703937116
BA3454	8.53473617000875	4.98825589238778
BA3302	9.56915130536806	4.1968417002068
BA3117	9.28155652487085	3.47836899901887
BA3083	7.86962495676443	7.3614587281193
BA3266	8.43277580504712	6.51708902749809
BA3175	7.8503248353151	8.61151153389318
BA3268	8.75396729152058	4.97982166742501
BA3229	8.84624370479657	7.8503248353151
BA3353	8.75396729152058	4.26019711740886
BA3312	8.50918028997297	5.11399013173548
BA3119	9.01658796485945	2.92135532112461
BA3138	8.45696872743274	7.98067391429632
BA3219	6.95344802847081	6.86346274491745
BA3388	8.59260663428802	7.94936162159169
BA3357	8.78290910408921	4.42919112304449
BA3351	8.15090969693391	5.30096102579671
BA3208	8.95099667095566	4.61929846930604
BA3310	9.070312190258	6.43882504176683
BA3200	8.31128742473223	3.03162111351812
BA3325	8.57129520837751	6.38837422038712
BA3146	8.49406416345013	5.81726345497192
BA3211	8.8589671548512	4.60756976132306
BA3237	8.70112769787832	7.3014086607396
BA3130	6.67668520784891	8.39960495989321
BA3376	8.59529250724368	3.28531739845929
BA3137	8.43517613550052	6.34783039381028
BA3300	8.91122222327466	3.10039058737788
BA3375	8.53473617000875	4.798374704262
BA3249	8.81669913828123	3.02817725550731
BA3385	8.46185834013681	6.49603913172087
BA3242	8.93752128537319	7.16795764916514
BA3446	8.44966638628301	7.98722615701975
BA3416	8.97829037472744	3.09489059210788
BA3123	9.38574669180088	4.7027704030723
