	EZH2	SRSF2
BA3283	6.31991412295615	9.47302564786274
BA3390	4.97454697212043	8.49908497066643
BA3275	5.98958134739074	9.73629770852437
BA3136	4.64802834978993	9.05220627117217
BA3190	6.26203648745747	8.51425498508966
BA3234	4.71789490848166	7.94635895319707
BA3087	4.43857953725792	9.37964346609645
BA3454	4.81025360122033	9.160132157513
BA3302	5.57338620444232	9.39118419839355
BA3117	6.20697852343694	9.44696832329653
BA3083	5.85654635479991	8.9076089453561
BA3266	5.6533576160666	9.21888429779212
BA3175	4.48731198029739	8.35811493599106
BA3268	4.70980361858599	9.28397254525379
BA3229	5.09426584501126	8.70401585675217
BA3353	5.70643173596218	9.78674968596522
BA3312	6.84900595542396	9.20300948929151
BA3119	5.5361204470046	9.3561004357089
BA3138	5.54245080282141	9.04501990946176
BA3219	3.93885101416568	8.44724078411408
BA3388	5.29193462972356	8.88148184246882
BA3357	5.92555008265751	9.36650856672567
BA3351	5.45304161965294	9.54457000922792
BA3208	4.85230183637924	9.65571538111022
BA3310	5.83716487793583	9.1755941413251
BA3200	3.7606440049025	9.1872873383188
BA3325	4.72110255717993	9.16398396797258
BA3146	5.13692147172974	9.15628939970288
BA3211	5.88879613535989	9.11086746340759
BA3237	5.15140387829057	9.13342062895717
BA3130	5.08793311079164	7.51630069461518
BA3376	4.89591757187592	9.3217592552912
BA3137	6.01704720263967	9.06304565250042
BA3300	5.92116291399342	9.24242183959432
BA3375	5.86901047120639	9.39118419839355
BA3249	5.80028394350004	8.88978486658959
BA3385	5.36619555084966	8.95438322249582
BA3242	5.70872171926613	9.12586826213153
BA3446	5.78692047501447	9.08127310626888
BA3416	5.69646062028678	9.22687989289351
BA3123	5.07164095305392	8.68758550697862
