	DNMT3A	NPM1
BA3283	5.56220872440945	8.2960419873451
BA3390	4.84952562496592	7.6160759273921
BA3275	6.23486418682469	8.48906113697349
BA3136	4.44772389189131	7.65276972214058
BA3190	5.49396648422183	9.28397254525379
BA3234	4.64022476176229	6.61979235879454
BA3087	6.6100656847185	7.02052497875875
BA3454	5.62828464133832	8.53473617000875
BA3302	7.21704631455243	9.56915130536806
BA3117	6.53543485984192	9.28155652487085
BA3083	4.9696484625557	7.86962495676443
BA3266	5.7792526146876	8.43277580504712
BA3175	5.76798676791736	7.8503248353151
BA3268	6.16524477136675	8.75396729152058
BA3229	5.95520312741494	8.84624370479657
BA3353	7.19225834495813	8.75396729152058
BA3312	6.58028734101557	8.50918028997297
BA3119	6.88430660085161	9.01658796485945
BA3138	5.49101737126086	8.45696872743274
BA3219	4.50678453078849	6.95344802847081
BA3388	5.92596043186298	8.59260663428802
BA3357	7.00565090016862	8.78290910408921
BA3351	5.3154081495188	8.15090969693391
BA3208	5.9563978434584	8.95099667095566
BA3310	6.77421514705842	9.070312190258
BA3200	6.93090952480088	8.31128742473223
BA3325	6.26203648745747	8.57129520837751
BA3146	6.20872841683922	8.49406416345013
BA3211	6.57247167015578	8.8589671548512
BA3237	6.27426778231287	8.70112769787832
BA3130	5.32375937310038	6.67668520784891
BA3376	6.44517490297706	8.59529250724368
BA3137	6.15834977750935	8.43517613550052
BA3300	6.68593691853273	8.91122222327466
BA3375	6.31585760088979	8.53473617000875
BA3249	6.80545390529169	8.81669913828123
BA3385	5.55888193371954	8.46185834013681
BA3242	6.73050676463962	8.93752128537319
BA3446	4.91685437213902	8.44966638628301
BA3416	6.96912043899967	8.97829037472744
BA3123	6.46480031307091	9.38574669180088
