	IDH1	CBL
BA3283	4.52802366345833	6.22020638596937
BA3390	6.48606087387678	7.26424108951115
BA3275	5.95983280142242	6.60579006500373
BA3136	6.95277524354107	6.82309107200081
BA3190	3.77167081659145	5.63166253168885
BA3234	7.38666974161584	6.7513352539061
BA3087	7.023488210081	6.33872181034159
BA3454	7.90342171341614	6.0515207109664
BA3302	6.22020638596937	6.61275930528802
BA3117	6.29962436721057	5.87965665517008
BA3083	7.1646982323911	6.50200644713267
BA3266	7.13433489569232	6.47571845442986
BA3175	6.58201675131977	6.58727608652663
BA3268	6.01912446509313	5.69566002369261
BA3229	5.89918966262517	6.70809549173072
BA3353	6.21363363803942	5.76798676791736
BA3312	7.07025966230358	6.6892157543699
BA3119	5.61255399082521	6.12991458455326
BA3138	4.09314534792602	6.61979235879454
BA3219	7.40510623344956	6.5242368874556
BA3388	4.60437364883205	6.59622051144561
BA3357	5.97400576389771	5.34794466566604
BA3351	6.82369230677028	5.99766898141236
BA3208	6.47077724815555	5.78002501253586
BA3310	5.16463165990358	6.3208153422885
BA3200	6.14502031934272	6.53744053114805
BA3325	5.51500276467509	5.92513526908082
BA3146	7.13831231065164	6.34052654914622
BA3211	6.45249909303564	6.35069815914233
BA3237	4.78751391876221	5.81482124558208
BA3130	6.78491577385659	6.47477154385912
BA3376	7.68775219309565	5.90117839370987
BA3137	6.43000064848533	6.64579190444665
BA3300	5.75454478360845	6.33418865159932
BA3375	6.3544519231975	6.47182200391892
BA3249	5.2440093257159	6.78618260321054
BA3385	7.09119041085949	6.50748244706823
BA3242	5.9610279397687	6.71723697861596
BA3446	6.49002795768883	6.30235584618443
BA3416	6.56633757408764	5.0970902563776
BA3123	5.05648239319286	6.47182200391892
