	RUNX1	GATA2
BA3295	7.58290428004672	6.94358580230343
BA3283	6.99719018449603	6.57356389506373
BA3390	6.7421473941764	3.87479759609797
BA3275	8.79942491234482	8.57394218930808
BA3136	7.3634906067475	8.1981158996604
BA3190	6.3129901827468	6.80603450730616
BA3234	7.18812871773308	3.4375681966549
BA3087	6.70026474055664	5.20013137153335
BA3454	8.91420804405317	7.54733361982974
BA3302	8.70980864868103	7.65276972214058
BA3117	6.92303478434711	7.19064975766148
BA3083	7.47111652375221	6.71212603625657
BA3266	8.10917947996904	7.75640802704286
BA3175	6.81811142246577	5.07164095305392
BA3268	7.69160326863138	9.30485684547982
BA3229	8.43517613550052	7.94145634611773
BA3353	8.01965582601105	7.18078818168097
BA3312	6.59734342436169	7.91426996698012
BA3119	8.80867768640892	9.45909303825332
BA3138	6.93219471408877	6.87971926016812
BA3219	6.15742620510153	2.03395241692527
BA3388	7.17913715940168	7.44443985803447
BA3357	6.52988298875597	9.53650854885809
BA3351	6.67058412961645	5.83800900717186
BA3208	7.83130382680857	7.35298985161002
BA3310	8.26396477173174	7.19145743010941
BA3200	8.25974759702626	10.3158055322447
BA3325	7.82988769642495	7.57365573963701
BA3146	8.33560901482561	8.2874098816496
BA3211	8.91751782379931	9.66095938066438
BA3237	7.06020993945392	9.1755941413251
BA3130	6.37928950311348	0.0096330444008767
BA3376	8.81487669872437	7.75640802704286
BA3137	8.09619809378225	7.66369633945432
BA3300	7.27205163282357	7.64778904816974
BA3375	8.75098362594822	8.10917947996904
BA3249	7.22204702944845	8.97664914654451
BA3385	7.86087718753597	7.92868137841977
BA3242	8.04242466385173	7.21053357648558
BA3446	7.33163994376767	6.31068973576453
BA3416	6.70309367478267	8.95099667095566
BA3123	6.44275689894875	8.04414638908848
