	DNMT3A	KIT
BA3295	5.68573255517546	7.63511106991273
BA3283	5.56220872440945	6.81394894542996
BA3390	4.84952562496592	2.0027706023653
BA3275	6.23486418682469	1.79218942654284
BA3136	4.44772389189131	6.65069612456278
BA3190	5.49396648422183	5.36221790332293
BA3234	4.64022476176229	4.19258206139557
BA3087	6.6100656847185	9.37087504671963
BA3454	5.62828464133832	7.38257507273258
BA3302	7.21704631455243	8.51934782702254
BA3117	6.53543485984192	9.25691151442812
BA3083	4.9696484625557	6.25491135905161
BA3266	5.7792526146876	8.20414503388581
BA3175	5.76798676791736	4.04515830056364
BA3268	6.16524477136675	7.15327818681819
BA3229	5.95520312741494	7.7045927999637
BA3353	7.19225834495813	9.01658796485945
BA3312	6.58028734101557	7.96905854853838
BA3119	6.88430660085161	7.72277870826456
BA3138	5.49101737126086	5.76293182295601
BA3219	4.50678453078849	3.36719135359718
BA3388	5.92596043186298	6.51657057172327
BA3357	7.00565090016862	7.76884228347361
BA3351	5.3154081495188	6.11161537904966
BA3208	5.9563978434584	7.46163860381834
BA3310	6.77421514705842	8.2618544484033
BA3200	6.93090952480088	6.39165195051498
BA3325	6.26203648745747	7.39829394317713
BA3146	6.20872841683922	7.13121480456278
BA3211	6.57247167015578	6.22243678568209
BA3237	6.27426778231287	7.1045805500083
BA3130	5.32375937310038	1.63950073835561
BA3376	6.44517490297706	6.96026429862309
BA3137	6.15834977750935	7.81969894849543
BA3300	6.68593691853273	7.31848514343172
BA3375	6.31585760088979	5.40039592941304
BA3249	6.80545390529169	7.85633367820174
BA3385	5.55888193371954	6.84596201012783
BA3242	6.73050676463962	7.59565623174131
BA3446	4.91685437213902	6.72238123052722
BA3416	6.96912043899967	7.9609725092348
BA3123	6.46480031307091	8.23632115552463
