	NF1	SF3B1
BA3380	221.2996538343536	4.035790713800198
BA3381	246.3283155559964	10.188157920747663
BA3384	73.83871681860033	2.3368678919925
BA3385	166.26396393899057	6.676575573164484
BA3386	298.1066453189916	6.266920429852454
BA3388	155.3495612647028	0.8071718968828551
BA3390	139.13709376795416	3.194429177292088
BA3394	272.9511856941777	11.355345145608185
BA3395	32.835911513872546	1.8988592137416536
BA3397	84.60717882884792	4.166165717031542
BA3399	77.34069004481765	0.4509431040067151
BA3400	352.9573171396579	2.0476180809311137
BA3403	235.1154504862194	4.745064163096981
BA3405	150.10322649841862	2.728556805515639
BA3406	175.00593868924125	4.186115247232068
BA3407	78.37666956178536	1.3746311173152923
BA3408	104.22963722764784	2.693258366140984
BA3410	133.7262587530939	4.029314095808984
BA3411	238.25400702034068	6.916556580461999
BA3412	195.68106403756929	5.771902623243478
BA3413	115.6071633334826	4.533433885170942
BA3415	259.60805659132666	6.253029412077777
BA3416	264.47263050967763	6.819673771062664
BA3417	173.8357604806873	3.8156430299519024
BA3418	92.26888813182342	0.9401166781474436
BA3421	60.49421950990799	1.1040734328739503
BA3422	290.0938510194062	5.258116536728601
BA3423	247.16444382180865	2.5043194788487595
BA3427	149.39600555491052	4.516365794279683
BA3430	94.55339835609128	0.4682961462605361
BA3431	120.84144657847006	0.4734616975431138
BA3433	178.90290846691832	3.683575326821984
BA3434	262.8951788966082	7.568311375397076
BA3435	232.53373548105796	4.923777882701434
BA3436	184.67064609509663	4.001661899483137
BA3438	111.05004860202276	8.543050533666047
BA3445	252.05807357118948	1.9600419770658173
BA3446	57.86422902407379	4.630120548157677
BA3447	61.61094005127081	0.913590061752894
BA3448	145.5723603719289	6.293018319062196
BA3449	197.1342114504446	3.1305215618114386
BA3450	54.5939820641306	0.5583604310081339
BA3451	150.25803532935367	2.763490924103701
BA3452	415.7140845086584	1.593654346500492
BA3453	180.47298431809	2.189872373297081
BA3454	341.75196441638946	6.356965189676121
