	WT1	GATA2
BA3369	4.32487848767101	4.807111451034
BA3078	2.03644880279444	5.75415496254133
BA3386	4.71967956133396	8.70980864868103
BA3445	-2.52860193285701	6.61275930528802
BA3452	4.45099662608198	7.32489473499785
BA3176	4.62178523619092	7.22042069105103
BA3258	-2.2313729742413	1.26994075255518
BA3295	4.0443841889074	6.94358580230343
BA3283	4.04672215210504	6.57356389506373
BA3390	-0.256578476181957	3.87479759609797
BA3275	1.15483203748155	8.57394218930808
BA3136	0.567085951906115	8.1981158996604
BA3190	-2.90198965929373	6.80603450730616
BA3234	0.678777713509964	3.4375681966549
BA3087	4.06401487195903	5.20013137153335
BA3454	5.31144747900552	7.54733361982974
BA3302	4.07877977370401	7.65276972214058
BA3117	2.72747661216038	7.19064975766148
BA3083	3.93035783278632	6.71212603625657
BA3266	4.21713539157627	7.75640802704286
BA3175	1.99295756555082	5.07164095305392
BA3268	4.90916379154876	9.30485684547982
BA3229	-1.51459060193487	7.94145634611773
BA3353	5.21007881246748	7.18078818168097
BA3312	1.93323034567971	7.91426996698012
BA3119	5.68535357501915	9.45909303825332
BA3138	-0.215560842284569	6.87971926016812
BA3219	-0.576724413844884	2.03395241692527
BA3388	0.325596608060987	7.44443985803447
BA3357	1.78295962451169	9.53650854885809
BA3351	4.55631560480699	5.83800900717186
BA3208	5.89165055148412	7.35298985161002
BA3310	5.26887133584046	7.19145743010941
BA3200	6.43739194293564	10.3158055322447
BA3325	5.29873886453286	7.57365573963701
BA3146	4.21290414058133	8.2874098816496
BA3211	4.49418167196418	9.66095938066438
BA3237	3.64844159262785	9.1755941413251
BA3130	-4.99483016516321	0.0096330444008767
BA3376	5.62868512576849	7.75640802704286
BA3137	4.66009956525948	7.66369633945432
BA3300	4.19758383248503	7.64778904816974
BA3375	4.7544864013138	8.10917947996904
BA3249	6.96636526572417	8.97664914654451
BA3385	4.4543011664344	7.92868137841977
BA3242	3.14555866318589	7.21053357648558
BA3446	3.98610922971924	6.31068973576453
BA3416	3.59038811359781	8.95099667095566
BA3123	-1.57668320545483	8.04414638908848
