	NPM1	BCR
BA3283	8.2960419873451	5.61405116349114
BA3390	7.6160759273921	4.39957600979348
BA3275	8.48906113697349	6.2290430058542
BA3136	7.65276972214058	4.83233699169056
BA3190	9.28397254525379	6.55336509971083
BA3234	6.61979235879454	3.84781880682402
BA3087	7.02052497875875	6.72932018001604
BA3454	8.53473617000875	6.45401948854285
BA3302	9.56915130536806	6.78980922339428
BA3117	9.28155652487085	7.08741196449123
BA3083	7.86962495676443	5.6136719252465
BA3266	8.43277580504712	6.18632897661868
BA3175	7.8503248353151	5.84508987578304
BA3268	8.75396729152058	5.82541777312417
BA3229	8.84624370479657	5.98054442725547
BA3353	8.75396729152058	6.44756726036546
BA3312	8.50918028997297	6.70193954968785
BA3119	9.01658796485945	7.14303179702319
BA3138	8.45696872743274	5.95439094102815
BA3219	6.95344802847081	3.72517288948741
BA3388	8.59260663428802	5.93777047922961
BA3357	8.78290910408921	7.33529770605395
BA3351	8.15090969693391	6.36792449266188
BA3208	8.95099667095566	6.9462008471637
BA3310	9.070312190258	6.31539551726359
BA3200	8.31128742473223	7.07329793491951
BA3325	8.57129520837751	6.95150045701844
BA3146	8.49406416345013	6.37079667059363
BA3211	8.8589671548512	5.46918779660883
BA3237	8.70112769787832	5.81570333041158
BA3130	6.67668520784891	4.68626955279191
BA3376	8.59529250724368	6.59468087653905
BA3137	8.43517613550052	6.11161537904966
BA3300	8.91122222327466	7.45275636284168
BA3375	8.53473617000875	6.03812571980279
BA3249	8.81669913828123	6.68070832768596
BA3385	8.46185834013681	6.04941764661937
BA3242	8.93752128537319	6.24956354515351
BA3446	8.44966638628301	5.53350703365187
BA3416	8.97829037472744	7.4382687261571
BA3123	9.38574669180088	5.81959741153124
