	SMC1A	TP53
BA3375	7.49565796423242	6.90161368403515
BA2564	7.52082148621471	6.33600766569699
BA3232	7.52082148621471	7.26851020715081
BA2057	7.52533179189238	6.58727608652663
BA3362	7.55300749734541	6.85025853686514
BA2069	7.56321071069528	7.49042755149826
BA3230	7.5725144548201	6.6396645832219
BA2095	7.57365573963701	7.28899814708616
BA3271	7.58177680428358	6.801788717217
BA2072	7.58759859001841	6.8175184307766
BA2081	7.59694470359064	7.12814379144502
BA2952	7.62205873798526	7.1445927897216
BA2020	7.64778904816974	7.56206988956539
BA2283	7.65393092338473	6.91137383646976
BA3384	7.66613976188412	7.13756401534747
BA2477	7.67359575985668	7.25358458154246
BA2381	7.68013043810275	7.83130382680857
BA2577	7.70840071464408	7.47732145799094
BA3003	7.72127626045477	6.82734034498185
BA2031	7.72809482559201	7.10925539195399
BA2704	7.74132890165977	7.36910502551481
BA2639	7.79956921933088	7.29348678773891
BA3286	7.79956921933088	7.05362684769664
BA2633	7.80094268898657	6.9848366218031
BA2171	7.81249915728454	7.00146186913291
BA2152	7.83554388846121	6.79158437688518
BA2066	7.84734534450722	7.26938021173089
BA2776	7.878761730409	8.25344779136567
BA2437	7.89563066633541	6.94358580230343
BA2374	7.93352218493006	7.00642277827321
BA2025	7.95104961478815	7.06736498172321
BA2722	7.95296500400789	5.21996006204262
BA2125	8.0095286113404	6.90814621424913
BA2446	8.05115312612603	7.02624764830014
BA2928	8.17232215906216	7.62437772428186
BA2234	8.20818067427413	6.57305438035027
BA2662	8.29820901257083	7.00423488076259
BA2000	8.37409825216549	7.17116786854616
BA2113	8.50529098735433	6.94881589861991
BA2786	8.56601564488201	6.6268478891503
BA3415	8.75695672842528	3.13934917227227
