	SRSF2	DNMT3A
BA3295	8.76897254396233	5.68573255517546
BA3283	9.47302564786274	5.56220872440945
BA3390	8.49908497066643	4.84952562496592
BA3275	9.73629770852437	6.23486418682469
BA3136	9.05220627117217	4.44772389189131
BA3190	8.51425498508966	5.49396648422183
BA3234	7.94635895319707	4.64022476176229
BA3087	9.37964346609645	6.6100656847185
BA3454	9.160132157513	5.62828464133832
BA3302	9.39118419839355	7.21704631455243
BA3117	9.44696832329653	6.53543485984192
BA3083	8.9076089453561	4.9696484625557
BA3266	9.21888429779212	5.7792526146876
BA3175	8.35811493599106	5.76798676791736
BA3268	9.28397254525379	6.16524477136675
BA3229	8.70401585675217	5.95520312741494
BA3353	9.78674968596522	7.19225834495813
BA3312	9.20300948929151	6.58028734101557
BA3119	9.3561004357089	6.88430660085161
BA3138	9.04501990946176	5.49101737126086
BA3219	8.44724078411408	4.50678453078849
BA3388	8.88148184246882	5.92596043186298
BA3357	9.36650856672567	7.00565090016862
BA3351	9.54457000922792	5.3154081495188
BA3208	9.65571538111022	5.9563978434584
BA3310	9.1755941413251	6.77421514705842
BA3200	9.1872873383188	6.93090952480088
BA3325	9.16398396797258	6.26203648745747
BA3146	9.15628939970288	6.20872841683922
BA3211	9.11086746340759	6.57247167015578
BA3237	9.13342062895717	6.27426778231287
BA3130	7.51630069461518	5.32375937310038
BA3376	9.3217592552912	6.44517490297706
BA3137	9.06304565250042	6.15834977750935
BA3300	9.24242183959432	6.68593691853273
BA3375	9.39118419839355	6.31585760088979
BA3249	8.88978486658959	6.80545390529169
BA3385	8.95438322249582	5.55888193371954
BA3242	9.12586826213153	6.73050676463962
BA3446	9.08127310626888	4.91685437213902
BA3416	9.22687989289351	6.96912043899967
BA3123	8.68758550697862	6.46480031307091
