	EZH2	IDH2
BA3283	6.31991412295615	8.01965582601105
BA3390	4.97454697212043	7.18154554634955
BA3275	5.98958134739074	8.68106286594684
BA3136	4.64802834978993	7.50539293842063
BA3190	6.26203648745747	8.03197078783115
BA3234	4.71789490848166	7.45963779857083
BA3087	4.43857953725792	8.67155422607777
BA3454	4.81025360122033	8.23886821722062
BA3302	5.57338620444232	9.01306871894599
BA3117	6.20697852343694	9.1314039045803
BA3083	5.85654635479991	7.77846043065093
BA3266	5.6533576160666	8.04934885751887
BA3175	4.48731198029739	7.73200199894925
BA3268	4.70980361858599	8.48407580140491
BA3229	5.09426584501126	8.03197078783115
BA3353	5.70643173596218	8.68106286594684
BA3312	6.84900595542396	9.36044459889599
BA3119	5.5361204470046	8.78717245605116
BA3138	5.54245080282141	7.65513327960109
BA3219	3.93885101416568	6.87788091401863
BA3388	5.29193462972356	7.6160759273921
BA3357	5.92555008265751	8.72037345844597
BA3351	5.45304161965294	8.41846114844672
BA3208	4.85230183637924	7.31039812260742
BA3310	5.83716487793583	9.04860912314158
BA3200	3.7606440049025	8.33560901482561
BA3325	4.72110255717993	7.62683244469809
BA3146	5.13692147172974	8.05801802157941
BA3211	5.88879613535989	9.04501990946176
BA3237	5.15140387829057	8.28311530497155
BA3130	5.08793311079164	7.29515347515493
BA3376	4.89591757187592	8.15090969693391
BA3137	6.01704720263967	8.43037965011906
BA3300	5.92116291399342	9.14833321497193
BA3375	5.86901047120639	8.63341745058943
BA3249	5.80028394350004	8.83544161006383
BA3385	5.36619555084966	7.76466876898383
BA3242	5.70872171926613	7.93658206656699
BA3446	5.78692047501447	7.38062061343463
BA3416	5.69646062028678	9.12586826213153
BA3123	5.07164095305392	8.07424285809521
