	DNMT3A	ASXL1
BA3300	0.8155149387367185	0.0252064938763884
BA3302	1.878070338741434	0.0330390202221589
BA3305	0.3758517555929482	0.0175163771005411
BA3306	0.4678243753249521	0.0148105952720022
BA3308	0.7430298784255994	0.0243520364568499
BA3310	3.113186868014315	0.0196525206493876
BA3311	0.3413359723446273	0.0189404727997721
BA3312	1.0313266944732924	0.024494446026773
BA3315	0.2175585040963564	0.0296211905440045
BA3317	1.3966229821769789	0.0209342067786955
BA3318	0.1434208386076261	0.0203645684990031
BA3319	0.2643805651456659	0.0193677015095414
BA3322	0.2437505266635564	0.0253489034463115
BA3324	1.0050149666537604	0.0273426374252349
BA3325	0.4586897833941845	0.0162346909712332
BA3326	0.8054091697962897	0.0138137282825405
BA3328	0.4891718378997489	0.0222158929080034
BA3329	0.6935647452452095	0.0365992594702364
BA3332	1.8725763617798548	0.031757334092851
BA3333	1.1748465548673048	0.03033323839362
BA3334	0.0874879546711472	0.0170891483907718
BA3335	1.3791847557823955	0.0243520364568499
BA3339	0.6816983425548611	0.0328966106522358
BA3341	0.0992171188373203	0.0215038450583879
BA3345	0.1882478687325217	0.0240672173170037
BA3347	0.0793081425722057	0.0133864995727712
BA3351	0.3767988798133077	0.0313301053830817
BA3352	0.2441699598087771	0.0135289091426943
BA3353	1.573201875235866	0.0284819139846197
BA3357	3.182234794031143	0.0272002278553118
BA3362	0.367298106114524	0.0195101110794645
BA3367	0.468206268930404	0.0150954144118484
BA3369	0.7189140278030713	0.0207917972087724
BA3371	0.3911707268286983	0.0195101110794645
BA3373	2.4270778986899404	0.036029621190544
BA3374	0.1736769107583531	0.0084021646254628
BA3375	0.4157910061042422	0.015949871831387
BA3376	2.587745454093571	0.0213614354884648
BA3379	0.5875948555881614	0.0240672173170037
BA3380	0.3636938974279577	0.0143833665622329
BA3381	0.2705984129882083	0.0227855311876958
BA3384	0.3928863086554694	0.0158074622614639
BA3385	0.3568143983749653	0.0179436058103104
BA3386	1.9497978949432675	0.0247792651666191
BA3388	0.6371076022783089	0.0142409569923098
BA3390	0.1972813536342707	0.0138137282825405
BA3394	0.5790544948291578	0.018798063229849
BA3395	0.1474578939999843	0.0143833665622329
BA3397	1.9169014583899533	0.0340358872116206
BA3399	0.1115975023665588	0.013101680432925
BA3400	0.260553953633249	0.0287667331244659
BA3403	0.4718327508913635	0.0229279407576189
BA3405	0.7026056745282946	0.0179436058103104
BA3406	0.4914363116068612	0.021646254628311
BA3407	0.0816258011323548	0.0212190259185417
BA3408	0.4422947939992025	0.0420108231273141
BA3410	0.3007432512975378	0.0165195101110794
BA3411	0.4276105326232634	0.0183708345200797
BA3412	0.9399164494533891	0.02022215892908
BA3413	0.7761283990244846	0.0182284249501566
BA3415	0.805013616849289	0.0262033608658501
BA3416	1.131804859197465	0.0213614354884648
BA3417	0.4334518624957957	0.0239248077470806
BA3418	0.5450125383258861	0.0327542010823127
BA3421	0.0928301259362801	0.0102534890344631
BA3422	0.7787122927717289	0.0287667331244659
BA3423	0.3137561136635265	0.0240672173170037
BA3427	0.5557356852906213	0.0280546852748504
BA3430	0.0859224317649399	0.0093990316149245
BA3431	0.1980508370410119	0.0126744517231557
BA3433	0.3218101173604146	0.0247792651666191
BA3434	1.8010545072872437	0.0219310737681572
BA3435	0.3518001604734708	0.0223583024779265
BA3436	0.715050361453989	0.0220734833380803
BA3438	0.6787067187657545	0.0112503560239248
BA3445	0.2083692683665713	0.0186556536599259
BA3446	0.5461630899368397	0.0206493876388493
BA3447	0.4979278293894679	0.0065508402164625
BA3448	0.6232957528729896	0.0200797493591569
BA3449	0.1511482243319365	0.0190828823696952
BA3450	0.5264935101688636	0.0257761321560808
BA3451	0.2265887147247246	0.013101680432925
BA3452	0.5440027208658725	0.0242096268869268
BA3453	0.1025448915257053	0.017373967530618
BA3454	0.5503671457682342	0.024636855596696
